188,180,252
184,184,64
64,124,64
48,32,152
44,48,0
220,156,208
112,40,0
28,92,72
164,228,164
56,64,176
28,56,144
164,252,212
176,60,60
72,0,120
80,124,56
140,88,184
104,180,148
184,252,184
220,220,220
108,152,80
252,188,148
160,160,52
212,176,252
164,184,252
132,104,48
164,224,252
140,208,140
192,88,88
136,0,0
80,156,128
172,120,60
224,148,112
120,60,164
172,80,48
144,164,236
208,208,80
208,132,192
152,92,40
176,88,156
104,112,52
192,104,72
192,112,176
0,44,92
104,136,204
176,176,176
220,180,104
252,180,180
20,56,0
76,60,172
180,132,220
156,32,32
140,32,116
0,0,136
104,156,192
132,68,20
152,52,24
28,76,120
120,0,92
252,252,104
144,204,232
236,160,160
200,252,164
0,0,0
180,192,120
252,224,140
56,104,144
0,24,124
68,68,0
236,168,128
132,180,104
196,156,236
232,232,92
104,88,192
100,72,24
56,124,100
160,112,204
80,112,188
124,140,224
28,32,156
32,92,32
184,156,88
204,212,136
124,156,220
160,132,68
144,144,144
124,208,172
52,92,28
236,176,224
124,112,208
20,0,132
180,228,144
232,204,124
80,92,192
132,132,36
224,236,156
164,200,252
100,100,16
68,40,0
208,112,112
96,32,144
0,60,0
160,60,136
208,128,92
156,204,124
104,116,208
144,180,236
0,64,44
204,160,92
64,64,64
124,180,212
56,84,168
168,160,236
76,80,28
144,228,192
200,200,200
116,180,116
148,136,224
80,132,172
208,180,108
236,236,236
92,156,92
224,136,136
188,140,76
132,24,0
156,168,100
108,108,108
132,140,76
