meta:name:[b2s2b2p] Teal to Green
meta:id:b2s2b2pTG
meta:mapped:true
meta:image:!,1,32,64,1,4
meta:hidden:true
0,0,0
0,3,3
0,6,6
0,9,9
0,12,12
0,15,15
0,18,18
0,21,21
0,24,24
0,27,27
0,30,30
0,33,33
0,36,36
0,39,39
0,42,42
0,45,45
0,48,48
0,51,51
0,54,54
0,57,57
0,60,60
0,63,63
0,66,66
0,69,69
0,72,72
0,75,75
0,78,78
0,81,81
0,84,84
0,87,87
0,90,90
0,93,93
0,96,96
0,99,99
0,102,102
0,105,105
0,108,108
0,111,111
0,114,114
0,117,117
0,120,120
0,123,123
0,126,126
0,129,129
0,132,132
0,135,135
0,138,138
0,141,141
0,144,144
0,147,147
0,150,150
0,153,153
0,156,156
0,159,159
0,162,162
0,165,165
0,168,168
0,171,171
0,174,174
0,177,177
0,180,180
0,183,183
0,186,186
0,189,189
0,192,192
0,195,195
0,198,198
0,201,201
0,204,204
0,207,207
0,210,210
0,213,213
0,216,216
0,219,219
0,222,222
0,225,225
0,228,228
0,231,231
0,234,234
0,237,237
0,240,240
0,243,243
0,246,246
0,249,249
0,252,252
0,255,255
0,252,252
0,249,249
0,246,246
0,243,243
0,240,240
0,237,237
0,234,234
0,231,231
0,228,228
0,225,225
0,222,222
0,219,219
0,216,216
0,213,213
0,210,210
0,207,207
0,204,204
0,201,201
0,198,198
0,195,195
0,192,192
0,189,189
0,186,186
0,183,183
0,180,180
0,177,177
0,174,174
0,171,171
0,168,168
0,165,165
0,162,162
0,159,159
0,156,156
0,153,153
0,150,150
0,147,147
0,144,144
0,141,141
0,138,138
0,135,135
0,132,132
0,129,129
0,126,126
0,123,123
0,120,120
0,117,117
0,114,114
0,111,111
0,108,108
0,105,105
0,102,102
0,99,99
0,96,96
0,93,93
0,90,90
0,87,87
0,84,84
0,81,81
0,78,78
0,75,75
0,72,72
0,69,69
0,66,66
0,63,63
0,60,60
0,57,57
0,54,54
0,51,51
0,48,48
0,45,45
0,42,42
0,39,39
0,36,36
0,33,33
0,30,30
0,27,27
0,24,24
0,21,21
0,18,18
0,15,15
0,12,12
0,9,9
0,6,6
0,3,3
0,0,0
0,3,0
0,6,0
0,9,0
0,12,0
0,15,0
0,18,0
0,21,0
0,24,0
0,27,0
0,30,0
0,33,0
0,36,0
0,39,0
0,42,0
0,45,0
0,48,0
0,51,0
0,54,0
0,57,0
0,60,0
0,63,0
0,66,0
0,69,0
0,72,0
0,75,0
0,78,0
0,81,0
0,84,0
0,87,0
0,90,0
0,93,0
0,96,0
0,99,0
0,102,0
0,105,0
0,108,0
0,111,0
0,114,0
0,117,0
0,120,0
0,123,0
0,126,0
0,129,0
0,132,0
0,135,0
0,138,0
0,141,0
0,144,0
0,147,0
0,150,0
0,153,0
0,156,0
0,159,0
0,162,0
0,165,0
0,168,0
0,171,0
0,174,0
0,177,0
0,180,0
0,183,0
0,186,0
0,189,0
0,192,0
0,195,0
0,198,0
0,201,0
0,204,0
0,207,0
0,210,0
0,213,0
0,216,0
0,219,0
0,222,0
0,225,0
0,228,0
0,231,0
0,234,0
0,237,0
0,240,0
0,243,0
0,246,0
0,249,0
0,252,0
0,255,0
