meta:name:[gradient] [p2s] Red-Yellow
meta:id:p2sRY
meta:mapped:true
meta:image:!,1,32,64,1,4
meta:hidden:true
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,1,0
82,2,0
83,3,0
84,4,0
85,5,0
86,6,0
87,7,0
88,8,0
89,9,0
90,10,0
91,11,0
92,12,0
93,13,0
94,14,0
95,15,0
96,16,0
97,17,0
98,18,0
99,19,0
100,20,0
101,21,0
102,22,0
103,23,0
104,24,0
105,25,0
106,26,0
107,27,0
108,28,0
109,29,0
110,30,0
111,31,0
112,32,0
113,33,0
114,34,0
115,35,0
116,36,0
117,37,0
118,38,0
119,39,0
120,40,0
121,41,0
122,42,0
123,43,0
124,44,0
125,45,0
126,46,0
127,47,0
128,48,0
129,49,0
130,50,0
131,51,0
132,52,0
133,53,0
134,54,0
135,55,0
136,56,0
137,57,0
138,58,0
139,59,0
140,60,0
141,61,0
142,62,0
143,63,0
144,64,0
145,65,0
146,66,0
147,67,0
148,68,0
149,69,0
150,70,0
151,71,0
152,72,0
153,73,0
154,74,0
155,75,0
156,76,0
157,77,0
158,78,0
159,79,0
160,80,0
161,81,0
162,82,0
163,83,0
164,84,0
165,85,0
166,86,0
167,87,0
168,88,0
169,89,0
170,90,0
171,91,0
172,92,0
173,93,0
174,94,0
175,95,0
176,96,0
177,97,0
178,98,0
179,99,0
180,100,0
181,101,0
182,102,0
183,103,0
184,104,0
185,105,0
186,106,0
187,107,0
188,108,0
189,109,0
190,110,0
191,111,0
192,112,0
193,113,0
194,114,0
195,115,0
196,116,0
197,117,0
198,118,0
199,119,0
200,120,0
201,121,0
202,122,0
203,123,0
204,124,0
205,125,0
206,126,0
207,127,0
208,128,0
209,129,0
210,130,0
211,131,0
212,132,0
213,133,0
214,134,0
215,135,0
216,136,0
217,137,0
218,138,0
219,139,0
220,140,0
221,141,0
222,142,0
223,143,0
224,144,0
225,147,0
226,150,0
227,153,0
228,156,0
229,158,0
230,161,0
231,164,0
232,167,0
233,170,0
234,173,0
235,176,0
236,179,0
237,181,0
238,184,0
239,187,0
240,190,0
240,193,0
241,196,0
242,199,0
243,202,0
244,204,0
245,207,0
246,210,0
247,213,0
248,216,0
249,219,0
250,222,0
251,225,0
252,227,0
253,230,0
254,233,0
255,236,0
